dataset,instance_id,true_label,rf_prediction,rf_correct,shap_top1_feature,shap_top3_features,shap_top5_features,shap_top5_abs_values
nasa_fd001,u046_e0070,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.049933571384352726, 0.038879757561922065, 0.035604570725174894, 0.027578311960046044, 0.025872770985457927]"
nasa_fd001,u046_e0090,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s12_slope""]","[0.05235935578018864, 0.03850405226819395, 0.036821288126584195, 0.028584619459796616, 0.028196729963811548]"
nasa_fd001,u046_e0150,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s15_slope"", ""s21_delta_mean""]","[0.05939248508038091, 0.044395917405119445, 0.04157117054126868, 0.032211842362159675, 0.032051129485948036]"
nasa_fd001,u046_e0170,healthy,healthy,True,s15_slope,"[""s15_slope"", ""s21_delta_mean"", ""s12_delta_mean""]","[""s15_slope"", ""s21_delta_mean"", ""s12_delta_mean"", ""s12_slope"", ""s7_slope""]","[0.042443429842904494, 0.03893692277805614, 0.038734325086346416, 0.03851459073504378, 0.03264721708643661]"
nasa_fd001,u046_e0180,healthy,healthy,True,s21_delta_mean,"[""s21_delta_mean"", ""s11_slope"", ""s7_delta_mean""]","[""s21_delta_mean"", ""s11_slope"", ""s7_delta_mean"", ""s7_slope"", ""s17_slope""]","[0.05027752731579105, 0.044375272898611894, 0.042547202031788696, 0.03765225684248753, 0.036705058770344544]"
nasa_fd001,u046_e0190,healthy,healthy,True,s4_slope,"[""s4_slope"", ""s4_delta_mean"", ""s21_delta_mean""]","[""s4_slope"", ""s4_delta_mean"", ""s21_delta_mean"", ""s12_slope"", ""s11_slope""]","[0.06643971104384641, 0.05159620967720465, 0.050647270610064674, 0.04820545432814871, 0.04414922757092695]"
nasa_fd001,u054_e0070,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05239103965091988, 0.040245389135940016, 0.03659461838878764, 0.02858115649449701, 0.026590654961930495]"
nasa_fd001,u054_e0100,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_slope"", ""s15_slope""]","[0.05018779610154827, 0.03895257423337095, 0.035041684444513235, 0.027687545698783775, 0.027207142909149357]"
nasa_fd001,u054_e0150,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05462827122654933, 0.03996972173659494, 0.03544258544704891, 0.03146554133059858, 0.02916112651325575]"
nasa_fd001,u054_e0250,degraded,degraded,True,s4_slope,"[""s4_slope"", ""s11_slope"", ""s11_delta_mean""]","[""s4_slope"", ""s11_slope"", ""s11_delta_mean"", ""s21_delta_mean"", ""s4_delta_mean""]","[0.05174153218863756, 0.05163624233121581, 0.03803048553388998, 0.03226694798762975, 0.031042861791456655]"
nasa_fd001,u056_e0070,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05094440407340721, 0.03993920678786008, 0.03562768043712461, 0.02656109341017759, 0.026345597472039968]"
nasa_fd001,u056_e0080,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05423882238715721, 0.04039571120763666, 0.03744192892931645, 0.029531629663022623, 0.028338493854795085]"
nasa_fd001,u056_e0110,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s4_delta_mean""]","[0.05598978168151062, 0.04228938051820306, 0.03909571815063331, 0.02953645988821534, 0.029498216943381353]"
nasa_fd001,u056_e0190,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s15_slope"", ""s4_delta_mean""]","[0.05636704116655858, 0.03925329162210219, 0.03769141011245183, 0.02883796333245625, 0.02881361672272448]"
nasa_fd001,u056_e0240,healthy,healthy,True,s7_delta_mean,"[""s7_delta_mean"", ""s11_delta_mean"", ""s11_slope""]","[""s7_delta_mean"", ""s11_delta_mean"", ""s11_slope"", ""s4_delta_mean"", ""s12_delta_mean""]","[0.06269407877919812, 0.06194125135318345, 0.057741034328458896, 0.037022759166452174, 0.03266673320741772]"
nasa_fd001,u056_e0260,degraded,degraded,True,s7_slope,"[""s7_slope"", ""s7_delta_mean"", ""s4_slope""]","[""s7_slope"", ""s7_delta_mean"", ""s4_slope"", ""s4_delta_mean"", ""s9_slope""]","[0.07815715190810925, 0.07666365877248392, 0.05990205518466227, 0.03864642529413766, 0.03639466810380894]"
nasa_fd001,u070_e0120,degraded,degraded,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s21_delta_mean"", ""s4_delta_mean""]","[0.05085064929231055, 0.04317046445707621, 0.039346119177861384, 0.03230567418900566, 0.030630067692063997]"
nasa_fd001,u071_e0190,degraded,degraded,True,s20_z_last,"[""s20_z_last"", ""s11_slope"", ""s4_slope""]","[""s20_z_last"", ""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s4_delta_mean""]","[0.060979545974548716, 0.051650527725040966, 0.04414838335279353, 0.03820508688100829, 0.03344785514083603]"
nasa_fd001,u074_e0100,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s17_slope"", ""s12_delta_mean""]","[0.07667775224445811, 0.05171228250052831, 0.046874694747795265, 0.04390934099275388, 0.0363761890477567]"
nasa_fd001,u077_e0070,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05074470209011333, 0.03867944079147226, 0.0361173618025885, 0.027603244070387136, 0.02651936775620593]"
nasa_fd001,u077_e0130,degraded,healthy,False,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s20_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s20_slope"", ""s4_slope"", ""s21_slope""]","[0.07416459559684037, 0.06739233534826876, 0.06319100157809437, 0.0624673175282619, 0.045767767983735955]"
nasa_fd001,u078_e0070,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s15_slope"", ""s12_delta_mean""]","[0.05045812975447063, 0.03842562683953094, 0.03494951186156941, 0.025876379662895375, 0.025808680771013125]"
nasa_fd001,u078_e0080,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s15_slope"", ""s4_delta_mean""]","[0.051323357569928785, 0.0378213786446315, 0.03582132987682989, 0.02696015979258808, 0.026825422698881565]"
nasa_fd001,u078_e0170,healthy,healthy,True,s15_slope,"[""s15_slope"", ""s21_delta_mean"", ""s15_delta_mean""]","[""s15_slope"", ""s21_delta_mean"", ""s15_delta_mean"", ""s21_slope"", ""s11_slope""]","[0.07238292930844994, 0.05874932392599962, 0.05076993129637885, 0.04734083635837816, 0.04314553021259348]"
nasa_fd001,u078_e0180,healthy,healthy,True,s21_delta_mean,"[""s21_delta_mean"", ""s11_slope"", ""s11_delta_mean""]","[""s21_delta_mean"", ""s11_slope"", ""s11_delta_mean"", ""s21_slope"", ""s4_slope""]","[0.08491624032241529, 0.06498896260694394, 0.06240347902950907, 0.05222762268674503, 0.04493912036410457]"
nasa_fd001,u078_e0190,healthy,degraded,False,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_slope"", ""s12_delta_mean""]","[0.06232855117078868, 0.04958896727532648, 0.042178022665348244, 0.03979632083190603, 0.03680996588740265]"
nasa_fd001,u081_e0120,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s20_slope"", ""s21_delta_mean""]","[0.05922115670647765, 0.04071861598684463, 0.04012595978400419, 0.029490055820017253, 0.02929425726654901]"
nasa_fd001,u081_e0130,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s4_delta_mean"", ""s17_slope""]","[0.07376127711764455, 0.04706781098838935, 0.046291014008381766, 0.03937527336217625, 0.037705026249913565]"
nasa_fd001,u081_e0150,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s4_delta_mean"", ""s20_slope""]","[0.06810726529572428, 0.04854711187484233, 0.047200390907407866, 0.036295176597233296, 0.03589017886418942]"
nasa_fd001,u081_e0170,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s21_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s21_delta_mean"", ""s15_slope"", ""s20_slope""]","[0.04758391842692679, 0.040325533060438186, 0.0375954891715763, 0.034844955289184326, 0.03462036799396139]"
nasa_fd001,u081_e0180,healthy,healthy,True,s4_slope,"[""s4_slope"", ""s7_delta_mean"", ""s4_delta_mean""]","[""s4_slope"", ""s7_delta_mean"", ""s4_delta_mean"", ""s11_slope"", ""s7_slope""]","[0.06424941320338541, 0.05745970071965021, 0.057286852429377075, 0.055429864729176825, 0.05509606945242471]"
nasa_fd001,u081_e0190,healthy,healthy,True,s12_delta_mean,"[""s12_delta_mean"", ""s4_slope"", ""s7_slope""]","[""s12_delta_mean"", ""s4_slope"", ""s7_slope"", ""s7_delta_mean"", ""s12_slope""]","[0.07563088534988813, 0.05967273540388967, 0.057837028085628, 0.05616869084005157, 0.05127287929839337]"
nasa_fd001,u081_e0200,healthy,degraded,False,s11_delta_mean,"[""s11_delta_mean"", ""s11_slope"", ""s21_delta_mean""]","[""s11_delta_mean"", ""s11_slope"", ""s21_delta_mean"", ""s21_slope"", ""s4_slope""]","[0.10184194835934368, 0.07793894845337486, 0.04904832473302901, 0.04523970843500622, 0.04096934996772901]"
nasa_fd001,u081_e0230,degraded,degraded,True,s20_slope,"[""s20_slope"", ""s11_slope"", ""s4_slope""]","[""s20_slope"", ""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s21_delta_mean""]","[0.0659536292372571, 0.05956929841060252, 0.04868374447107966, 0.04717756851849379, 0.03887230037806204]"
nasa_fd001,u084_e0170,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s21_delta_mean""]","[0.05556608455792965, 0.03915341293629141, 0.03910665218549067, 0.0315279978214641, 0.030538328757310364]"
nasa_fd001,u084_e0180,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s12_delta_mean"", ""s12_slope""]","[0.05593693730001753, 0.03969745282601899, 0.036878248161809256, 0.0325562620635985, 0.031124095786031897]"
nasa_fd001,u084_e0240,degraded,healthy,False,s11_slope,"[""s11_slope"", ""s21_delta_mean"", ""s20_delta_mean""]","[""s11_slope"", ""s21_delta_mean"", ""s20_delta_mean"", ""s4_slope"", ""s21_slope""]","[0.058817495051192686, 0.05678085662995673, 0.054009502407602, 0.0492995461500816, 0.04519586817541348]"
nasa_fd001,u089_e0120,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s20_slope""]","[0.05977016440432394, 0.043149118917861946, 0.04201880341928466, 0.034782352683158636, 0.03075654189650481]"
nasa_fd001,u089_e0150,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s20_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s20_slope"", ""s4_slope"", ""s21_delta_mean""]","[0.0790251340306258, 0.05675920829576945, 0.04248951723005738, 0.0412702934992046, 0.04069428780847494]"
nasa_fd001,u091_e0110,degraded,healthy,False,s21_delta_mean,"[""s21_delta_mean"", ""s12_delta_mean"", ""s12_slope""]","[""s21_delta_mean"", ""s12_delta_mean"", ""s12_slope"", ""s21_slope"", ""s11_slope""]","[0.07748774748851782, 0.07639389753457299, 0.0569653441739789, 0.051328019898329795, 0.0507015563527862]"
