dataset,instance_id,repeat,trace_idx,diagnosis,rf_prediction,n_llm_evidence_features,llm_evidence_features,shap_top1_feature,n_overlap_top3,n_overlap_top5,any_overlap_top3,any_overlap_top5,llm_feature_fraction_in_shap_top3,llm_feature_fraction_in_shap_top5,shap_top1_used_by_llm,grounded_rate,unsupported_rate
synthetic,overvoltage_006_w360,1,1,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.25,0.25,False,1.0,0.0
synthetic,overvoltage_006_w360,1,2,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.25,0.25,False,1.0,0.0
synthetic,overvoltage_006_w360,1,3,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.25,0.25,False,1.0,0.0
synthetic,overvoltage_006_w360,1,4,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.25,0.25,False,1.0,0.0
synthetic,overvoltage_007_w360,1,0,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""temperature_slope""]",vibration_slope,1,1,True,True,0.3333333333333333,0.3333333333333333,False,1.0,0.0
synthetic,overvoltage_007_w360,1,1,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""temperature_delta_mean""]",vibration_slope,1,1,True,True,0.3333333333333333,0.3333333333333333,False,1.0,0.0
synthetic,overvoltage_007_w360,1,2,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""temperature_slope""]",vibration_slope,1,1,True,True,0.3333333333333333,0.3333333333333333,False,1.0,0.0
synthetic,overvoltage_007_w360,1,3,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""temperature_slope""]",vibration_slope,1,1,True,True,0.3333333333333333,0.3333333333333333,False,1.0,0.0
synthetic,overvoltage_007_w360,1,4,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""temperature_slope""]",vibration_slope,1,1,True,True,0.3333333333333333,0.3333333333333333,False,1.0,0.0
synthetic,overvoltage_007_w420,1,0,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",current_slope,1,3,True,True,0.25,0.75,True,1.0,0.0
synthetic,overvoltage_007_w420,1,1,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_slope"", ""temperature_delta_mean""]",current_slope,1,3,True,True,0.25,0.75,True,1.0,0.0
synthetic,overvoltage_007_w420,1,2,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",current_slope,1,3,True,True,0.25,0.75,True,1.0,0.0
synthetic,overvoltage_007_w420,1,3,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",current_slope,1,3,True,True,0.25,0.75,True,1.0,0.0
synthetic,overvoltage_007_w420,1,4,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",current_slope,1,3,True,True,0.25,0.75,True,1.0,0.0
synthetic,overvoltage_008_w300,1,0,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_slope"", ""temperature_z_last""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_008_w300,1,1,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_slope"", ""temperature_z_last""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_008_w300,1,2,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_slope"", ""temperature_z_last""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_008_w300,1,3,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_slope"", ""temperature_z_last""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_008_w300,1,4,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_slope"", ""temperature_z_last""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_008_w480,1,0,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_008_w480,1,1,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_008_w480,1,2,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.3333333333333333,0.3333333333333333,False,0.6666666666666666,0.3333333333333333
synthetic,overvoltage_008_w480,1,3,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.3333333333333333,0.3333333333333333,False,0.6666666666666666,0.3333333333333333
synthetic,overvoltage_008_w480,1,4,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_011_w360,1,0,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.25,0.25,False,1.0,0.0
synthetic,overvoltage_011_w360,1,1,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.25,0.25,False,1.0,0.0
synthetic,overvoltage_011_w360,1,2,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.25,0.25,False,1.0,0.0
synthetic,overvoltage_011_w360,1,3,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.25,0.25,False,1.0,0.0
synthetic,overvoltage_011_w360,1,4,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.25,0.25,False,1.0,0.0
synthetic,overvoltage_011_w420,1,0,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_011_w420,1,1,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_011_w420,1,2,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_011_w420,1,3,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_011_w420,1,4,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_011_w480,1,0,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_011_w480,1,1,sensor_drift,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last"", ""vibration_slope""]",vibration_slope,2,2,True,True,0.5,0.5,True,0.75,0.25
synthetic,overvoltage_011_w480,1,2,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_011_w480,1,3,sensor_drift,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_011_w480,1,4,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_022_w300,1,0,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""vibration_z_last""]",current_slope,2,2,True,True,0.5,0.5,True,1.0,0.0
synthetic,overvoltage_022_w300,1,1,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""vibration_z_last""]",current_slope,2,2,True,True,0.5,0.5,True,1.0,0.0
synthetic,overvoltage_022_w300,1,2,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""vibration_z_last""]",current_slope,2,2,True,True,0.5,0.5,True,1.0,0.0
synthetic,overvoltage_022_w300,1,3,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""vibration_z_last""]",current_slope,2,2,True,True,0.5,0.5,True,1.0,0.0
synthetic,overvoltage_022_w300,1,4,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""vibration_z_last""]",current_slope,2,2,True,True,0.5,0.5,True,1.0,0.0
synthetic,overvoltage_027_w300,1,0,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""temperature_slope""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_027_w300,1,1,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""temperature_slope""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_027_w300,1,2,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""temperature_slope""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_027_w300,1,3,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""temperature_slope""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_027_w300,1,4,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""temperature_slope""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_032_w480,1,0,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last""]",current_z_last,1,1,True,True,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,0.6666666666666666
synthetic,overvoltage_032_w480,1,1,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last""]",current_z_last,1,1,True,True,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,0.6666666666666666
synthetic,overvoltage_032_w480,1,2,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last""]",current_z_last,1,1,True,True,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,0.6666666666666666
synthetic,overvoltage_032_w480,1,3,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last""]",current_z_last,1,1,True,True,0.3333333333333333,0.3333333333333333,True,0.6666666666666666,0.3333333333333333
synthetic,overvoltage_032_w480,1,4,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last""]",current_z_last,1,1,True,True,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,0.6666666666666666
synthetic,overvoltage_033_w480,1,0,overvoltage,overvoltage,4,"[""temperature_z_last"", ""current_z_last"", ""vibration_z_last"", ""temperature_slope""]",vibration_slope,1,1,True,True,0.25,0.25,False,0.75,0.25
synthetic,overvoltage_033_w480,1,1,overvoltage,overvoltage,4,"[""temperature_z_last"", ""current_z_last"", ""current_delta_mean"", ""vibration_delta_mean""]",vibration_slope,2,3,True,True,0.5,0.75,False,1.0,0.0
synthetic,overvoltage_033_w480,1,2,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_033_w480,1,3,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""current_delta_mean"", ""vibration_delta_mean""]",vibration_slope,2,3,True,True,0.5,0.75,False,1.0,0.0
synthetic,overvoltage_033_w480,1,4,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""current_delta_mean"", ""vibration_delta_mean""]",vibration_slope,2,3,True,True,0.5,0.75,False,1.0,0.0
synthetic,overvoltage_038_w300,1,0,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""temperature_slope""]",current_slope,2,2,True,True,0.5,0.5,True,1.0,0.0
synthetic,overvoltage_038_w300,1,1,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""temperature_slope""]",current_slope,2,2,True,True,0.5,0.5,True,1.0,0.0
synthetic,overvoltage_038_w300,1,2,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""temperature_slope""]",current_slope,2,2,True,True,0.5,0.5,True,1.0,0.0
synthetic,overvoltage_038_w300,1,3,overvoltage,overvoltage,3,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last""]",current_slope,2,2,True,True,0.6666666666666666,0.6666666666666666,True,1.0,0.0
synthetic,overvoltage_038_w300,1,4,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_z_last"", ""temperature_slope""]",current_slope,2,2,True,True,0.5,0.5,True,1.0,0.0
synthetic,overvoltage_038_w360,1,0,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope"", ""temperature_z_last""]",current_z_last,1,1,True,True,0.25,0.25,True,1.0,0.0
synthetic,overvoltage_038_w360,1,1,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope""]",current_z_last,1,1,True,True,0.3333333333333333,0.3333333333333333,True,1.0,0.0
synthetic,overvoltage_038_w360,1,2,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""temperature_delta_mean"", ""temperature_slope""]",current_z_last,1,1,True,True,0.25,0.25,True,1.0,0.0
synthetic,overvoltage_038_w360,1,3,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""temperature_delta_mean"", ""temperature_slope""]",current_z_last,1,1,True,True,0.25,0.25,True,1.0,0.0
synthetic,overvoltage_038_w360,1,4,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_delta_mean"", ""temperature_slope"", ""temperature_z_last""]",current_z_last,1,1,True,True,0.25,0.25,True,1.0,0.0
synthetic,overvoltage_038_w480,1,0,overvoltage,overvoltage,3,"[""current_z_last"", ""vibration_z_last"", ""temperature_z_last""]",vibration_delta_mean,1,1,True,True,0.3333333333333333,0.3333333333333333,False,0.6666666666666666,0.3333333333333333
synthetic,overvoltage_038_w480,1,1,overvoltage,overvoltage,4,"[""current_z_last"", ""vibration_z_last"", ""temperature_z_last"", ""current_delta_mean""]",vibration_delta_mean,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_038_w480,1,2,overvoltage,overvoltage,3,"[""current_z_last"", ""vibration_z_last"", ""temperature_z_last""]",vibration_delta_mean,1,1,True,True,0.3333333333333333,0.3333333333333333,False,0.6666666666666666,0.3333333333333333
synthetic,overvoltage_038_w480,1,3,overvoltage,overvoltage,3,"[""current_z_last"", ""vibration_z_last"", ""temperature_z_last""]",vibration_delta_mean,1,1,True,True,0.3333333333333333,0.3333333333333333,False,0.6666666666666666,0.3333333333333333
synthetic,overvoltage_038_w480,1,4,overvoltage,overvoltage,4,"[""current_z_last"", ""vibration_z_last"", ""temperature_z_last"", ""current_delta_mean""]",vibration_delta_mean,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_040_w420,1,0,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_040_w420,1,1,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_040_w420,1,2,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_040_w420,1,3,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_040_w420,1,4,overvoltage,overvoltage,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_slope,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,overvoltage_040_w480,1,0,overvoltage,overvoltage,3,"[""current_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.3333333333333333,0.6666666666666666,False,1.0,0.0
synthetic,overvoltage_040_w480,1,1,overvoltage,overvoltage,3,"[""current_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.3333333333333333,0.6666666666666666,False,0.6666666666666666,0.3333333333333333
synthetic,overvoltage_040_w480,1,2,overvoltage,overvoltage,3,"[""current_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.3333333333333333,0.6666666666666666,False,0.6666666666666666,0.3333333333333333
synthetic,overvoltage_040_w480,1,3,overvoltage,overvoltage,4,"[""current_z_last"", ""vibration_z_last"", ""current_delta_mean"", ""temperature_z_last""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_040_w480,1,4,overvoltage,overvoltage,4,"[""current_z_last"", ""vibration_z_last"", ""vibration_slope"", ""current_delta_mean""]",vibration_slope,2,3,True,True,0.5,0.75,True,0.5,0.5
synthetic,overvoltage_041_w480,1,0,overvoltage,overvoltage,3,"[""current_z_last"", ""vibration_z_last"", ""vibration_delta_mean""]",vibration_slope,2,2,True,True,0.6666666666666666,0.6666666666666666,False,0.3333333333333333,0.6666666666666666
synthetic,overvoltage_041_w480,1,1,overvoltage,overvoltage,3,"[""current_z_last"", ""vibration_z_last"", ""vibration_delta_mean""]",vibration_slope,2,2,True,True,0.6666666666666666,0.6666666666666666,False,0.3333333333333333,0.6666666666666666
synthetic,overvoltage_041_w480,1,2,overvoltage,overvoltage,3,"[""current_z_last"", ""vibration_z_last"", ""vibration_delta_mean""]",vibration_slope,2,2,True,True,0.6666666666666666,0.6666666666666666,False,0.6666666666666666,0.3333333333333333
synthetic,overvoltage_041_w480,1,3,overvoltage,overvoltage,4,"[""current_z_last"", ""vibration_z_last"", ""vibration_delta_mean"", ""vibration_slope""]",vibration_slope,3,3,True,True,0.75,0.75,True,0.5,0.5
synthetic,overvoltage_041_w480,1,4,overvoltage,overvoltage,3,"[""current_z_last"", ""vibration_z_last"", ""vibration_delta_mean""]",vibration_slope,2,2,True,True,0.6666666666666666,0.6666666666666666,False,1.0,0.0
synthetic,overvoltage_049_w480,1,0,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.3333333333333333,0.3333333333333333,False,1.0,0.0
synthetic,overvoltage_049_w480,1,1,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.3333333333333333,0.3333333333333333,False,1.0,0.0
synthetic,overvoltage_049_w480,1,2,overvoltage,overvoltage,4,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last"", ""current_delta_mean""]",vibration_slope,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,overvoltage_049_w480,1,3,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.3333333333333333,0.3333333333333333,False,1.0,0.0
synthetic,overvoltage_049_w480,1,4,overvoltage,overvoltage,3,"[""current_z_last"", ""temperature_z_last"", ""vibration_z_last""]",vibration_slope,1,1,True,True,0.3333333333333333,0.3333333333333333,False,1.0,0.0
synthetic,winding_short_001_w420,2,0,winding_short,winding_short,4,"[""current_delta_mean"", ""current_slope"", ""vibration_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_001_w420,2,1,winding_short,winding_short,4,"[""current_delta_mean"", ""current_slope"", ""vibration_z_last"", ""temperature_delta_mean""]",vibration_delta_mean,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,winding_short_001_w420,2,2,winding_short,winding_short,4,"[""current_delta_mean"", ""current_slope"", ""vibration_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_001_w420,2,3,winding_short,winding_short,4,"[""current_delta_mean"", ""current_slope"", ""vibration_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_001_w420,2,4,winding_short,winding_short,4,"[""current_delta_mean"", ""current_slope"", ""vibration_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_001_w480,2,0,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""current_z_last"", ""vibration_slope""]",vibration_delta_mean,2,3,True,True,0.5,0.75,False,1.0,0.0
synthetic,winding_short_001_w480,2,1,winding_short,winding_short,4,"[""temperature_slope"", ""temperature_delta_mean"", ""current_z_last"", ""vibration_slope""]",vibration_delta_mean,2,3,True,True,0.5,0.75,False,1.0,0.0
synthetic,winding_short_001_w480,2,2,winding_short,winding_short,4,"[""temperature_slope"", ""temperature_delta_mean"", ""current_z_last"", ""vibration_slope""]",vibration_delta_mean,2,3,True,True,0.5,0.75,False,1.0,0.0
synthetic,winding_short_001_w480,2,3,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""current_z_last"", ""vibration_slope""]",vibration_delta_mean,2,3,True,True,0.5,0.75,False,1.0,0.0
synthetic,winding_short_001_w480,2,4,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""current_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_003_w360,2,0,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""vibration_delta_mean"", ""vibration_slope""]",vibration_delta_mean,3,4,True,True,0.75,1.0,True,1.0,0.0
synthetic,winding_short_003_w360,2,1,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""vibration_slope"", ""vibration_delta_mean""]",vibration_delta_mean,3,4,True,True,0.75,1.0,True,1.0,0.0
synthetic,winding_short_003_w360,2,2,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""vibration_delta_mean"", ""vibration_slope""]",vibration_delta_mean,3,4,True,True,0.75,1.0,True,1.0,0.0
synthetic,winding_short_003_w360,2,3,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""vibration_slope"", ""vibration_delta_mean""]",vibration_delta_mean,3,4,True,True,0.75,1.0,True,1.0,0.0
synthetic,winding_short_003_w360,2,4,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""vibration_slope"", ""vibration_z_last""]",vibration_delta_mean,2,3,True,True,0.5,0.75,False,1.0,0.0
synthetic,winding_short_003_w480,2,0,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""current_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_003_w480,2,1,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""current_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_003_w480,2,2,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""current_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_003_w480,2,3,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""current_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_003_w480,2,4,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""current_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_005_w300,2,0,winding_short,winding_short,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_delta_mean,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,winding_short_005_w300,2,1,winding_short,winding_short,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_delta_mean,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,winding_short_005_w300,2,2,winding_short,winding_short,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_delta_mean,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,winding_short_005_w300,2,3,winding_short,winding_short,4,"[""current_delta_mean"", ""current_slope"", ""temperature_delta_mean"", ""temperature_slope""]",vibration_delta_mean,1,3,True,True,0.25,0.75,False,1.0,0.0
synthetic,winding_short_005_w300,2,4,winding_short,winding_short,4,"[""current_delta_mean"", ""temperature_delta_mean"", ""temperature_slope"", ""vibration_z_last""]",vibration_delta_mean,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,winding_short_005_w360,2,0,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""current_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_005_w360,2,1,winding_short,winding_short,4,"[""temperature_slope"", ""temperature_delta_mean"", ""current_z_last"", ""temperature_z_last""]",vibration_delta_mean,1,2,True,True,0.25,0.5,False,1.0,0.0
synthetic,winding_short_005_w360,2,2,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""current_z_last"", ""vibration_delta_mean""]",vibration_delta_mean,2,3,True,True,0.5,0.75,True,1.0,0.0
synthetic,winding_short_005_w360,2,3,winding_short,winding_short,4,"[""temperature_delta_mean"", ""temperature_slope"", ""current_z_last"", ""temperature_z_last""]",vibration_delta_mean,1,2,True,True,0.25,0.5,False,1.0,0.0
